"FID_";"TABID";"POINT_X";"POINT_Y";"demH"
;1458172;9.3963;61.0337;1019
;1458173;9.4148;61.0345;993
;1458174;9.4332;61.0352;1043
;1458175;9.4516;61.036;819
;1458176;9.47;61.0368;699
;1458177;9.4885;61.0375;781
;1458178;9.5069;61.0383;792
;1458179;9.5253;61.039;804
;1458180;9.5437;61.0398;706
;1458181;9.5622;61.0405;701
;1458182;9.5806;61.0413;763
;1458183;9.599;61.042;966
;1458184;9.6175;61.0427;894
;1458185;9.6359;61.0435;940
;1458186;9.6543;61.0442;1060
;1458187;9.6728;61.0449;1051
;1459299;8.1482;60.9669;1236
;1459300;8.1666;60.9678;1139
;1459317;8.4785;60.9833;1326
;1459318;8.4969;60.9842;1639
;1459319;8.5153;60.9851;1721
;1459320;8.5336;60.986;1657
;1459321;8.552;60.9869;1271
;1459322;8.5703;60.9877;1184
;1459323;8.5887;60.9886;1304
;1459324;8.6071;60.9895;1115
;1459325;8.6254;60.9904;1045
;1459326;8.6438;60.9912;1260
;1459327;8.6622;60.9921;1523
;1459367;9.3979;61.0248;972
;1459368;9.4164;61.0255;959
;1459369;9.4348;61.0263;1002
;1459370;9.4532;61.0271;912
;1459371;9.4716;61.0278;756
;1459372;9.49;61.0286;682
;1459373;9.5084;61.0293;804
;1459374;9.5269;61.0301;881
;1459375;9.5453;61.0308;711
;1459376;9.5637;61.0316;719
;1459377;9.5821;61.0323;739
;1459378;9.6006;61.0331;959
;1459379;9.619;61.0338;903
;1459380;9.6374;61.0345;947
;1459381;9.6558;61.0353;971
;1460494;8.1502;60.9579;1407
;1460495;8.1685;60.9589;1101
;1460496;8.1868;60.9598;1477
;1460512;8.4804;60.9744;1213
;1460513;8.4987;60.9753;1081
;1460514;8.5171;60.9762;1035
;1460515;8.5354;60.9771;981
;1460516;8.5538;60.9779;909
;1460517;8.5722;60.9788;901
;1460518;8.5905;60.9797;1004
;1460519;8.6089;60.9806;1130
;1460520;8.6272;60.9814;984
;1460521;8.6456;60.9823;1063
;1460522;8.664;60.9832;1369
;1460523;8.6823;60.9841;1616
;1460563;9.4179;61.0166;1010
;1460564;9.4363;61.0174;1044
;1460565;9.4548;61.0181;1006
;1460566;9.4732;61.0189;910
;1460567;9.4916;61.0196;785
;1460568;9.51;61.0204;671
;1460569;9.5284;61.0211;733
;1460570;9.5468;61.0219;711
;1460571;9.5652;61.0226;787
;1460572;9.5837;61.0234;694
;1460573;9.6021;61.0241;930
;1460574;9.6205;61.0249;924
;1460575;9.6389;61.0256;937
;1460576;9.6573;61.0263;916
;1461689;8.1521;60.949;1207
;1461690;8.1704;60.95;1096
;1461691;8.1888;60.9509;1422
;1461692;8.2071;60.9518;1532
;1461707;8.4822;60.9655;1141
;1461708;8.5006;60.9664;1085
;1461709;8.5189;60.9673;964
;1461710;8.5372;60.9681;1059
;1461711;8.5556;60.969;1191
;1461712;8.574;60.9699;1068
;1461713;8.5923;60.9708;905
;1461714;8.6107;60.9717;969
;1461715;8.629;60.9725;1040
;1461716;8.6474;60.9734;966
;1461717;8.6657;60.9743;1086
;1461718;8.6841;60.9751;1401
;1461759;9.4379;61.0084;1129
;1461760;9.4563;61.0092;1086
;1461761;9.4747;61.01;1049
;1461762;9.4931;61.0107;872
;1461763;9.5115;61.0115;713
;1461764;9.53;61.0122;578
;1461765;9.5484;61.013;627
;1461766;9.5668;61.0137;721
;1461767;9.5852;61.0144;732
;1461768;9.6036;61.0152;864
;1461769;9.622;61.0159;923
;1461770;9.6404;61.0167;804
;1461771;9.6589;61.0174;890
;1462876;8.0075;60.9326;1626
;1462877;8.0258;60.9335;1548
;1462878;8.0441;60.9345;1410
;1462883;8.1357;60.9392;1364
;1462884;8.154;60.9401;1451
;1462885;8.1723;60.9411;1040
;1462886;8.1907;60.942;1450
;1462887;8.209;60.9429;1354
;1462888;8.2273;60.9438;1316
;1462903;8.5024;60.9574;1352
;1462904;8.5207;60.9583;1483
;1462905;8.5391;60.9592;1534
;1462906;8.5574;60.9601;1453
;1462907;8.5758;60.961;1480
;1462908;8.5941;60.9619;1144
;1462909;8.6125;60.9627;963
;1462910;8.6308;60.9636;911
;1462911;8.6492;60.9645;878
;1462912;8.6675;60.9653;960
;1462913;8.6859;60.9662;1082
;1462914;8.7043;60.9671;1340
;1462954;9.4395;60.9995;1063
;1462955;9.4579;61.0003;1070
;1462956;9.4763;61.001;917
;1462957;9.4947;61.0018;896
;1462958;9.5131;61.0025;730
;1462959;9.5315;61.0033;609
;1462960;9.5499;61.004;517
;1462961;9.5683;61.0048;594
;1462962;9.5867;61.0055;756
;1462963;9.6051;61.0062;775
;1462964;9.6235;61.007;871
;1462965;9.6419;61.0077;844
;1462966;9.6604;61.0085;832
;1462967;9.6788;61.0092;889
;1464072;8.0278;60.9246;1585
;1464073;8.0461;60.9256;1396
;1464074;8.0644;60.9265;1399
;1464077;8.1193;60.9293;1250
;1464078;8.1376;60.9303;1223
;1464079;8.1559;60.9312;1367
;1464080;8.1743;60.9321;1066
;1464081;8.1926;60.9331;1003
;1464082;8.2109;60.934;1104
;1464083;8.2292;60.9349;1302
;1464084;8.2476;60.9359;1147
;1464099;8.5225;60.9494;1338
;1464100;8.5409;60.9503;1339
;1464101;8.5592;60.9512;1510
;1464102;8.5776;60.9521;1261
;1464103;8.5959;60.9529;1222
;1464104;8.6143;60.9538;1132
;1464105;8.6326;60.9547;1008
;1464106;8.651;60.9556;924
;1464107;8.6693;60.9564;872
;1464108;8.6877;60.9573;898
;1464109;8.706;60.9581;1046
;1464149;9.441;60.9906;1066
;1464150;9.4594;60.9913;974
;1464151;9.4778;60.9921;877
;1464152;9.4962;60.9928;863
;1464153;9.5146;60.9936;780
;1464154;9.533;60.9943;616
;1464155;9.5514;60.9951;520
;1464156;9.5698;60.9958;541
;1464157;9.5882;60.9966;746
;1464158;9.6067;60.9973;676
;1464159;9.6251;60.998;793
;1464160;9.6435;60.9988;811
;1464161;9.6619;60.9995;785
;1464162;9.6803;61.0002;809
;1464163;9.6987;61.001;831
;1465267;8.0297;60.9157;1669
;1465268;8.048;60.9166;1502
;1465269;8.0663;60.9176;1457
;1465270;8.0846;60.9185;1366
;1465271;8.1029;60.9195;1265
;1465272;8.1212;60.9204;1268
;1465273;8.1396;60.9214;1231
;1465274;8.1579;60.9223;1227
;1465275;8.1762;60.9232;1213
;1465276;8.1945;60.9242;983
;1465277;8.2128;60.9251;993
;1465278;8.2311;60.926;1110
;1465279;8.2494;60.9269;1110
;1465280;8.2678;60.9279;1133
;1465281;8.2861;60.9288;1258
;1465295;8.5427;60.9414;1471
;1465297;8.5794;60.9431;1590
;1465298;8.5977;60.944;1474
;1465299;8.6161;60.9449;1305
;1465300;8.6344;60.9458;1121
;1465301;8.6528;60.9466;1052
;1465302;8.6711;60.9475;934
;1465303;8.6894;60.9484;888
;1465343;9.4242;60.9809;1070
;1465344;9.4426;60.9816;1050
;1465345;9.461;60.9824;1037
;1465346;9.4794;60.9831;854
;1465347;9.4978;60.9839;813
;1465348;9.5162;60.9847;789
;1465349;9.5346;60.9854;657
;1465350;9.553;60.9861;543
;1465351;9.5714;60.9869;519
;1465352;9.5898;60.9876;675
;1465353;9.6082;60.9884;599
;1465354;9.6266;60.9891;718
;1465355;9.645;60.9898;815
;1465356;9.6634;60.9906;817
;1465357;9.6818;60.9913;809
;1465358;9.7002;60.992;878
;1466462;8.0317;60.9068;1702
;1466463;8.05;60.9077;1674
;1466464;8.0683;60.9087;1460
;1466465;8.0866;60.9096;1337
;1466466;8.1049;60.9106;1352
;1466467;8.1232;60.9115;1337
;1466468;8.1415;60.9124;1333
;1466469;8.1598;60.9134;1384
;1466470;8.1781;60.9143;1343
;1466471;8.1964;60.9152;1281
;1466472;8.2147;60.9162;960
;1466473;8.233;60.9171;1062
;1466474;8.2513;60.918;1208
;1466475;8.2697;60.9189;1105
;1466476;8.288;60.9199;1189
;1466494;8.6179;60.936;1532
;1466495;8.6362;60.9368;1323
;1466496;8.6545;60.9377;1116
;1466497;8.6729;60.9386;1079
;1466498;8.6912;60.9394;1010
;1466538;9.4258;60.9719;1041
;1466539;9.4442;60.9727;1111
;1466540;9.4626;60.9735;911
;1466541;9.4809;60.9742;836
;1466542;9.4993;60.975;828
;1466543;9.5177;60.9757;813
;1466544;9.5361;60.9765;728
;1466545;9.5545;60.9772;613
;1466546;9.5729;60.978;519
;1466547;9.5913;60.9787;486
;1466548;9.6097;60.9794;607
;1466549;9.6281;60.9802;761
;1466550;9.6465;60.9809;862
;1466551;9.6649;60.9816;856
;1466552;9.6833;60.9824;799
;1466553;9.7017;60.9831;909
;1467657;8.0336;60.8979;1729
;1467658;8.0519;60.8988;1676
;1467659;8.0702;60.8998;1553
;1467660;8.0885;60.9007;1478
;1467661;8.1068;60.9017;1514
;1467662;8.1251;60.9026;1474
;1467663;8.1434;60.9035;1468
;1467664;8.1617;60.9045;1376
;1467665;8.18;60.9054;1496
;1467666;8.1983;60.9063;1511
;1467667;8.2166;60.9073;1000
;1467668;8.2349;60.9082;954
;1467669;8.2532;60.9091;1260
;1467670;8.2715;60.91;1046
;1467671;8.2899;60.9109;1152
;1467672;8.3082;60.9119;1253
;1467673;8.3265;60.9128;1282
;1467674;8.3448;60.9137;1396
;1467689;8.6196;60.927;1707
;1467690;8.638;60.9279;1463
;1467691;8.6563;60.9288;1177
;1467733;9.4274;60.963;901
;1467734;9.4457;60.9638;892
;1467735;9.4641;60.9645;888
;1467736;9.4825;60.9653;893
;1467737;9.5009;60.966;946
;1467738;9.5193;60.9668;855
;1467739;9.5377;60.9675;872
;1467740;9.556;60.9683;760
;1467741;9.5744;60.969;642
;1467742;9.5928;60.9698;526
;1467743;9.6112;60.9705;435
;1467744;9.6296;60.9712;689
;1467745;9.648;60.972;816
;1467746;9.6664;60.9727;862
;1468853;8.0539;60.8899;1750
;1468854;8.0722;60.8909;1647
;1468855;8.0904;60.8918;1532
;1468856;8.1087;60.8927;1540
;1468857;8.127;60.8937;1476
;1468858;8.1453;60.8946;1508
;1468859;8.1636;60.8956;1488
;1468860;8.1819;60.8965;1396
;1468861;8.2002;60.8974;1351
;1468862;8.2185;60.8983;1130
;1468863;8.2368;60.8993;954
;1468864;8.2551;60.9002;965
;1468865;8.2734;60.9011;945
;1468866;8.2917;60.902;900
;1468867;8.31;60.9029;932
;1468868;8.3284;60.9039;1204
;1468869;8.3467;60.9048;1284
;1468929;9.4473;60.9548;969
;1468930;9.4657;60.9556;1029
;1468936;9.5759;60.9601;682
;1468937;9.5943;60.9608;583
;1468938;9.6127;60.9616;504
;1468939;9.6311;60.9623;571
;1468940;9.6495;60.963;799
;1468941;9.6679;60.9638;828
;1470049;8.0741;60.8819;1667
;1470050;8.0924;60.8829;1694
;1470051;8.1107;60.8838;1647
;1470052;8.129;60.8848;1562
;1470053;8.1472;60.8857;1516
;1470054;8.1655;60.8866;1489
;1470055;8.1838;60.8876;1508
;1470056;8.2021;60.8885;1576
;1470057;8.2204;60.8894;1454
;1470058;8.2387;60.8904;1167
;1470059;8.257;60.8913;1025
;1470060;8.2753;60.8922;1022
;1470061;8.2936;60.8931;1027
;1470062;8.3119;60.894;951
;1470063;8.3302;60.8949;929
;1470132;9.5959;60.9519;630
;1470133;9.6142;60.9526;483
;1470134;9.6326;60.9534;496
;1471249;8.1674;60.8777;1625
;1471250;8.1857;60.8787;1621
;1471252;8.2223;60.8805;1475
;1471253;8.2406;60.8814;1379
;1471254;8.2589;60.8824;1321
;1471255;8.2772;60.8833;1340
;1471256;8.2955;60.8842;1324
;1471257;8.3138;60.8851;1324
;1472448;8.2425;60.8725;1593
;1472449;8.2608;60.8734;1436
;1497598;9.2837;60.7319;1090
;1497599;9.302;60.7327;1165
;1498791;9.2489;60.7214;996
;1498792;9.2671;60.7222;943
;1498793;9.2853;60.723;1040
;1498794;9.3036;60.7238;1086
;1498795;9.3218;60.7245;1022
;1498796;9.3401;60.7253;965
;1499985;9.2322;60.7117;1069
;1499986;9.2505;60.7125;1072
;1499987;9.2687;60.7133;928
;1499988;9.2869;60.7141;946
;1499989;9.3052;60.7148;917
;1499990;9.3234;60.7156;935
;1499991;9.3416;60.7164;907
;1499992;9.3599;60.7172;856
;1501180;9.2338;60.7028;1043
;1501181;9.2521;60.7036;1060
;1501182;9.2703;60.7043;1039
;1501183;9.2885;60.7051;942
;1501184;9.3068;60.7059;860
;1501185;9.325;60.7067;841
;1501186;9.3432;60.7074;834
;1501187;9.3614;60.7082;829
;1501188;9.3797;60.709;827
;1501189;9.3979;60.7098;824
;1501191;9.4344;60.7113;841
;1502375;9.2354;60.6938;991
;1502376;9.2537;60.6946;929
;1502377;9.2719;60.6954;885
;1502378;9.2901;60.6962;873
;1502379;9.3083;60.697;820
;1502380;9.3266;60.6977;820
;1502381;9.3448;60.6985;820
;1502382;9.363;60.6993;839
;1502383;9.3812;60.7001;840
;1502384;9.3995;60.7008;817
;1502385;9.4177;60.7016;783
;1502386;9.4359;60.7023;780
;1502387;9.4542;60.7031;798
;1503569;9.2188;60.6841;1089
;1503570;9.2371;60.6849;960
;1503571;9.2553;60.6857;937
;1503572;9.2735;60.6865;943
;1503573;9.2917;60.6873;968
;1503574;9.3099;60.688;952
;1503575;9.3281;60.6888;880
;1503576;9.3464;60.6896;828
;1503577;9.3646;60.6903;830
;1503578;9.3828;60.6911;812
;1503579;9.401;60.6919;799
;1503580;9.4192;60.6926;797
;1503581;9.4375;60.6934;845
;1503582;9.4557;60.6942;877
;1503583;9.4739;60.6949;916
;1504764;9.2204;60.6752;1065
;1504765;9.2387;60.676;1046
;1504766;9.2569;60.6768;1004
;1504767;9.2751;60.6775;1035
;1504768;9.2933;60.6783;1033
;1504769;9.3115;60.6791;948
;1504770;9.3297;60.6799;924
;1504771;9.3479;60.6806;841
;1504772;9.3661;60.6814;813
;1504773;9.3844;60.6822;833
;1504774;9.4026;60.6829;830
;1504775;9.4208;60.6837;849
;1504776;9.439;60.6845;889
;1504777;9.4572;60.6852;922
;1505959;9.222;60.6663;1145
;1505960;9.2402;60.667;1071
;1505961;9.2585;60.6678;1014
;1505962;9.2767;60.6686;1049
;1505963;9.2949;60.6694;962
;1505964;9.3131;60.6702;881
;1505965;9.3313;60.6709;832
;1505966;9.3495;60.6717;840
;1505967;9.3677;60.6725;849
;1505968;9.3859;60.6732;861
;1505969;9.4041;60.674;916
;1505970;9.4224;60.6748;936
;1505971;9.4406;60.6755;922
;1507154;9.2236;60.6573;1059
;1507155;9.2418;60.6581;1066
;1507156;9.26;60.6589;1047
;1507157;9.2783;60.6597;991
;1507158;9.2965;60.6605;916
;1507159;9.3147;60.6612;837
;1507160;9.3329;60.662;868
;1507161;9.3511;60.6628;873
;1507162;9.3693;60.6635;844
;1507163;9.3875;60.6643;842
;1507164;9.4057;60.6651;922
;1507165;9.4239;60.6658;933
;1507166;9.4421;60.6666;924
;1507173;9.5696;60.6718;889
;1508349;9.2253;60.6484;959
;1508350;9.2435;60.6492;951
;1508351;9.2617;60.65;863
;1508352;9.2799;60.6507;858
;1508353;9.298;60.6515;837
;1508354;9.3162;60.6523;838
;1508355;9.3344;60.6531;836
;1508356;9.3526;60.6538;859
;1508357;9.3708;60.6546;838
;1508358;9.389;60.6554;851
;1508359;9.4073;60.6561;852
;1508360;9.4255;60.6569;881
;1508366;9.5347;60.6614;929
;1508367;9.5529;60.6622;931
;1508368;9.5711;60.6629;887
;1508369;9.5893;60.6636;837
;1509544;9.2269;60.6395;878
;1509545;9.2451;60.6402;897
;1509546;9.2632;60.641;893
;1509547;9.2814;60.6418;899
;1509548;9.2996;60.6426;929
;1509549;9.3178;60.6434;873
;1509550;9.336;60.6441;844
;1509551;9.3542;60.6449;860
;1509552;9.3724;60.6457;846
;1509553;9.3906;60.6464;846
;1509554;9.4088;60.6472;885
;1509555;9.427;60.648;942
;1509560;9.518;60.6517;933
;1509561;9.5362;60.6525;924
;1509562;9.5544;60.6532;929
;1509563;9.5726;60.654;897
;1509564;9.5908;60.6547;812
;1509565;9.6091;60.6554;756
;1509566;9.6273;60.6562;718
;1510741;9.2648;60.6321;932
;1510742;9.283;60.6329;940
;1510743;9.3012;60.6337;944
;1510744;9.3194;60.6344;862
;1510745;9.3376;60.6352;820
;1510746;9.3558;60.636;840
;1510747;9.374;60.6367;761
;1510748;9.3922;60.6375;902
;1510749;9.4104;60.6383;959
;1510750;9.4285;60.639;986
;1510751;9.4467;60.6398;1008
;1510754;9.5013;60.642;889
;1510755;9.5195;60.6428;839
;1510756;9.5378;60.6435;812
;1510757;9.556;60.6443;852
;1510758;9.5742;60.645;835
;1510759;9.5924;60.6458;833
;1510760;9.6106;60.6465;833
;1510761;9.6288;60.6472;666
;1510762;9.647;60.648;693
;1510763;9.6652;60.6487;707
;1510764;9.6834;60.6494;667
;1511937;9.2846;60.6239;951
;1511938;9.3028;60.6247;942
;1511939;9.321;60.6255;914
;1511940;9.3392;60.6263;835
;1511941;9.3574;60.627;784
;1511942;9.3755;60.6278;747
;1511943;9.3937;60.6286;910
;1511944;9.4119;60.6293;980
;1511945;9.4301;60.6301;982
;1511946;9.4483;60.6309;1039
;1511947;9.4665;60.6316;980
;1511948;9.4847;60.6324;977
;1511949;9.5029;60.6331;950
;1511950;9.5211;60.6339;884
;1511951;9.5393;60.6346;837
;1511952;9.5575;60.6353;734
;1511953;9.5757;60.6361;704
;1511954;9.5939;60.6368;678
;1511955;9.6121;60.6376;728
;1511956;9.6303;60.6383;683
;1511957;9.6485;60.639;645
;1511958;9.6667;60.6398;688
;1511959;9.6849;60.6405;635
;1511960;9.7031;60.6412;587
;1513134;9.3225;60.6166;986
;1513135;9.3407;60.6173;981
;1513136;9.3589;60.6181;874
;1513137;9.3771;60.6189;747
;1513138;9.3953;60.6196;756
;1513139;9.4135;60.6204;871
;1513140;9.4317;60.6212;803
;1513141;9.4498;60.6219;882
;1513142;9.468;60.6227;994
;1513143;9.4862;60.6234;937
;1513144;9.5044;60.6242;941
;1513145;9.5226;60.6249;862
;1513146;9.5408;60.6257;836
;1513147;9.559;60.6264;840
;1513148;9.5772;60.6272;886
;1513149;9.5954;60.6279;701
;1513150;9.6136;60.6286;640
;1513151;9.6318;60.6294;590
;1513152;9.6499;60.6301;543
;1513153;9.6681;60.6308;586
;1513154;9.6863;60.6315;611
;1513155;9.7045;60.6323;585
;1513156;9.7227;60.633;608
;1514330;9.3423;60.6084;1008
;1514331;9.3605;60.6092;1013
;1514332;9.3786;60.6099;876
;1514333;9.3968;60.6107;756
;1514334;9.415;60.6115;747
;1514335;9.4332;60.6122;757
;1514336;9.4514;60.613;898
;1514337;9.4696;60.6137;901
;1514338;9.4877;60.6145;892
;1514339;9.5059;60.6152;869
;1514340;9.5241;60.616;837
;1514341;9.5423;60.6167;928
;1514342;9.5605;60.6175;951
;1514343;9.5787;60.6182;918
;1514344;9.5969;60.619;869
;1514345;9.6151;60.6197;736
;1514346;9.6332;60.6204;667
;1514347;9.6514;60.6211;567
;1514348;9.6696;60.6219;481
;1514349;9.6878;60.6226;495
;1514350;9.706;60.6233;564
;1514351;9.7242;60.624;519
;1514352;9.7424;60.6248;620
;1514353;9.7606;60.6255;736
;1514357;9.8334;60.6283;790
;1515524;9.3257;60.5987;1027
;1515525;9.3439;60.5995;1003
;1515526;9.362;60.6002;1021
;1515527;9.3802;60.601;935
;1515528;9.3984;60.6018;758
;1515529;9.4166;60.6025;837
;1515530;9.4347;60.6033;756
;1515531;9.4529;60.604;872
;1515532;9.4711;60.6048;894
;1515533;9.4893;60.6055;960
;1515534;9.5074;60.6063;907
;1515535;9.5256;60.607;893
;1515536;9.5438;60.6078;913
;1515537;9.562;60.6085;963
;1515538;9.5802;60.6093;895
;1515539;9.5984;60.61;845
;1515540;9.6165;60.6107;847
;1515541;9.6347;60.6115;777
;1515542;9.6529;60.6122;631
;1515543;9.6711;60.6129;588
;1515544;9.6893;60.6137;519
;1515545;9.7075;60.6144;443
;1515546;9.7257;60.6151;416
;1515547;9.7439;60.6158;587
;1515548;9.762;60.6165;778
;1515550;9.7984;60.618;720
;1515552;9.8348;60.6194;718
;1516718;9.3091;60.589;1021
;1516719;9.3273;60.5898;1027
;1516720;9.3454;60.5905;1003
;1516721;9.3636;60.5913;987
;1516722;9.3818;60.5921;1031
;1516723;9.3999;60.5928;721
;1516724;9.4181;60.5936;802
;1516725;9.4363;60.5943;774
;1516726;9.4544;60.5951;915
;1516727;9.4726;60.5959;959
;1516728;9.4908;60.5966;986
;1516729;9.509;60.5974;1013
;1516730;9.5271;60.5981;938
;1516731;9.5453;60.5989;913
;1516732;9.5635;60.5996;908
;1516733;9.5817;60.6003;980
;1516734;9.5998;60.6011;950
;1516735;9.618;60.6018;814
;1516736;9.6362;60.6025;747
;1516737;9.6544;60.6033;715
;1516738;9.6726;60.604;693
;1516739;9.6908;60.6047;639
;1516740;9.709;60.6054;464
;1516741;9.7271;60.6062;401
;1516742;9.7453;60.6069;494
;1516743;9.7635;60.6076;713
;1516744;9.7817;60.6083;680
;1516745;9.7999;60.609;767
;1516746;9.8181;60.6097;617
;1516747;9.8363;60.6104;655
;1517913;9.3107;60.58;1050
;1517914;9.3288;60.5808;1005
;1517915;9.347;60.5816;988
;1517916;9.3652;60.5824;921
;1517917;9.3833;60.5831;1045
;1517918;9.4015;60.5839;676
;1517919;9.4197;60.5847;684
;1517920;9.4378;60.5854;835
;1517921;9.456;60.5862;958
;1517922;9.4741;60.5869;1032
;1517923;9.4923;60.5877;1031
;1517924;9.5105;60.5884;1019
;1517925;9.5287;60.5892;1029
;1517926;9.5468;60.5899;1028
;1517927;9.565;60.5907;994
;1517928;9.5832;60.5914;929
;1517929;9.6013;60.5921;868
;1517930;9.6195;60.5929;818
;1517931;9.6377;60.5936;843
;1517932;9.6559;60.5943;881
;1517933;9.6741;60.5951;946
;1517934;9.6922;60.5958;877
;1517935;9.7104;60.5965;564
;1517936;9.7286;60.5972;400
;1517937;9.7468;60.5979;496
;1517938;9.765;60.5987;665
;1517939;9.7831;60.5994;669
;1517940;9.8013;60.6001;755
;1517941;9.8195;60.6008;673
;1517942;9.8377;60.6015;589
;1519108;9.3123;60.5711;1008
;1519109;9.3304;60.5719;971
;1519110;9.3486;60.5727;1035
;1519111;9.3667;60.5734;993
;1519112;9.3849;60.5742;919
;1519113;9.403;60.575;636
;1519114;9.4212;60.5757;678
;1519115;9.4394;60.5765;867
;1519116;9.4575;60.5772;1011
;1519117;9.4757;60.578;1057
;1519118;9.4938;60.5787;1048
;1519119;9.512;60.5795;1060
;1519120;9.5302;60.5802;1037
;1519121;9.5483;60.581;1044
;1519122;9.5665;60.5817;986
;1519123;9.5847;60.5825;932
;1519124;9.6028;60.5832;903
;1519125;9.621;60.5839;911
;1519126;9.6392;60.5847;951
;1519127;9.6574;60.5854;942
;1519128;9.6755;60.5861;912
;1519129;9.6937;60.5868;790
;1519130;9.7119;60.5876;446
;1519131;9.7301;60.5883;400
;1519132;9.7482;60.589;502
;1519133;9.7664;60.5897;678
;1519134;9.7846;60.5904;665
;1519135;9.8028;60.5911;709
;1519136;9.8209;60.5918;797
;1519137;9.8391;60.5926;539
;1520303;9.3138;60.5622;1025
;1520304;9.332;60.563;972
;1520305;9.3501;60.5637;928
;1520306;9.3683;60.5645;1023
;1520307;9.3864;60.5653;753
;1520308;9.4046;60.566;650
;1520309;9.4227;60.5668;670
;1520310;9.4409;60.5675;914
;1520311;9.4591;60.5683;1062
;1520312;9.4772;60.569;1056
;1520313;9.4954;60.5698;1028
;1520314;9.5135;60.5706;1057
;1520315;9.5317;60.5713;1048
;1520316;9.5499;60.572;1035
;1520317;9.568;60.5728;1052
;1520318;9.5862;60.5735;998
;1520319;9.6043;60.5743;1004
;1520320;9.6225;60.575;1018
;1520321;9.6407;60.5757;1099
;1520322;9.6588;60.5765;1079
;1520323;9.677;60.5772;1020
;1520324;9.6952;60.5779;688
;1520325;9.7133;60.5786;406
;1520326;9.7315;60.5793;397
;1520327;9.7497;60.5801;539
;1520328;9.7679;60.5808;745
;1520329;9.786;60.5815;682
;1520330;9.8042;60.5822;596
;1520331;9.8224;60.5829;770
;1520332;9.8406;60.5836;535
;1521498;9.3154;60.5532;1041
;1521499;9.3336;60.554;1006
;1521500;9.3517;60.5548;1035
;1521501;9.3698;60.5556;1038
;1521502;9.388;60.5563;922
;1521503;9.4061;60.5571;632
;1521504;9.4243;60.5578;715
;1521505;9.4424;60.5586;898
;1521506;9.4606;60.5594;994
;1521507;9.4787;60.5601;996
;1521508;9.4969;60.5609;981
;1521509;9.515;60.5616;1051
;1521510;9.5332;60.5624;1096
;1521511;9.5514;60.5631;1008
;1521512;9.5695;60.5638;1067
;1521513;9.5877;60.5646;1072
;1521514;9.6058;60.5653;1112
;1521515;9.624;60.5661;1113
;1521516;9.6422;60.5668;1102
;1521517;9.6603;60.5675;1098
;1521518;9.6785;60.5682;1015
;1521519;9.6966;60.569;661
;1521520;9.7148;60.5697;420
;1521521;9.733;60.5704;375
;1521522;9.7511;60.5711;588
;1521523;9.7693;60.5718;704
;1521524;9.7875;60.5725;662
;1521525;9.8056;60.5733;578
;1521526;9.8238;60.574;741
;1521527;9.842;60.5747;494
;1521528;9.8602;60.5754;536
;1522694;9.3351;60.5451;1060
;1522695;9.3533;60.5459;1021
;1522696;9.3714;60.5466;1002
;1522697;9.3895;60.5474;854
;1522698;9.4077;60.5481;661
;1522699;9.4258;60.5489;600
;1522700;9.444;60.5497;637
;1522701;9.4621;60.5504;743
;1522702;9.4803;60.5512;996
;1522703;9.4984;60.5519;976
;1522704;9.5166;60.5527;953
;1522705;9.5347;60.5534;940
;1522706;9.5529;60.5542;1038
;1522707;9.571;60.5549;1067
;1522708;9.5892;60.5556;1043
;1522709;9.6073;60.5564;1092
;1522710;9.6255;60.5571;1117
;1522711;9.6436;60.5578;1018
;1522712;9.6618;60.5586;1023
;1522713;9.6799;60.5593;1040
;1522714;9.6981;60.56;623
;1522715;9.7163;60.5607;406
;1522716;9.7344;60.5615;353
;1522717;9.7526;60.5622;520
;1522718;9.7708;60.5629;650
;1522719;9.7889;60.5636;706
;1522720;9.8071;60.5643;502
;1522721;9.8252;60.565;606
;1522722;9.8434;60.5657;556
;1522723;9.8616;60.5664;414
;1523889;9.3367;60.5361;1041
;1523890;9.3548;60.5369;948
;1523891;9.3729;60.5377;893
;1523892;9.3911;60.5384;836
;1523893;9.4092;60.5392;789
;1523894;9.4274;60.54;635
;1523895;9.4455;60.5407;587
;1523896;9.4636;60.5415;572
;1523897;9.4818;60.5422;852
;1523898;9.4999;60.543;769
;1523899;9.5181;60.5437;729
;1523900;9.5362;60.5445;724
;1523901;9.5544;60.5452;720
;1523902;9.5725;60.546;721
;1523903;9.5907;60.5467;697
;1523904;9.6088;60.5474;691
;1523905;9.627;60.5482;692
;1523906;9.6451;60.5489;733
;1523907;9.6633;60.5496;764
;1523908;9.6814;60.5504;771
;1523909;9.6996;60.5511;604
;1523910;9.7177;60.5518;396
;1523911;9.7359;60.5525;344
;1523912;9.7541;60.5532;337
;1523913;9.7722;60.554;424
;1523914;9.7904;60.5547;536
;1523915;9.8085;60.5554;479
;1523916;9.8267;60.5561;582
;1523917;9.8448;60.5568;422
;1523918;9.863;60.5575;257
;1525085;9.3564;60.528;1010
;1525086;9.3745;60.5287;890
;1525087;9.3926;60.5295;938
;1525088;9.4108;60.5303;889
;1525089;9.4289;60.531;800
;1525090;9.4471;60.5318;652
;1525091;9.4652;60.5325;602
;1525092;9.4833;60.5333;588
;1525093;9.5015;60.5341;619
;1525094;9.5196;60.5348;564
;1525095;9.5377;60.5355;549
;1525096;9.5559;60.5363;549
;1525097;9.574;60.537;559
;1525098;9.5922;60.5378;549
;1525099;9.6103;60.5385;542
